Listing_id,negative,positive,Total,Positive Ratio,Negative Ratio
32819433,13,251,264,0.95,0.05
32832815,,2,2,1.00,0.00
32851430,38,167,205,0.81,0.19
32870113,12,227,239,0.95,0.05
32875666,3,52,55,0.95,0.05
32893323,3,37,40,0.93,0.08
32914217,5,7,12,0.58,0.42
32933835,1,62,63,0.98,0.02
32934875,,3,3,1.00,0.00
32939502,1,19,20,0.95,0.05
32942664,2,50,52,0.96,0.04
32954891,2,75,77,0.97,0.03
32960353,,7,7,1.00,0.00
32980348,3,97,100,0.97,0.03
32984082,13,105,118,0.89,0.11
33017346,9,122,131,0.93,0.07
33021011,4,67,71,0.94,0.06
33041360,,15,15,1.00,0.00
33072478,6,90,96,0.94,0.06
33089975,1,4,5,0.80,0.20
33099066,14,148,162,0.91,0.09
33110612,,7,7,1.00,0.00
33119826,3,28,31,0.90,0.10
33160534,5,79,84,0.94,0.06
33160537,8,44,52,0.85,0.15
33160539,9,62,71,0.87,0.13
33161590,,16,16,1.00,0.00
33166216,4,73,77,0.95,0.05
33190964,1,4,5,0.80,0.20
33199379,1,72,73,0.99,0.01
33217597,6,101,107,0.94,0.06
33227432,3,36,39,0.92,0.08
33230041,2,47,49,0.96,0.04
33249305,7,129,136,0.95,0.05
33267515,12,177,189,0.94,0.06
33274530,,3,3,1.00,0.00
33296597,3,106,109,0.97,0.03
33311066,,14,14,1.00,0.00
33335010,3,39,42,0.93,0.07
33337905,3,14,17,0.82,0.18
33346966,4,203,207,0.98,0.02
33362049,8,90,98,0.92,0.08
33365046,3,65,68,0.96,0.04
33367075,5,16,21,0.76,0.24
33398534,,19,19,1.00,0.00
33434434,1,5,6,0.83,0.17
33443607,6,54,60,0.90,0.10
33522770,7,114,121,0.94,0.06
33529729,2,36,38,0.95,0.05
33530871,1,41,42,0.98,0.02
33561547,,3,3,1.00,0.00
33619077,2,28,30,0.93,0.07
33631355,,13,13,1.00,0.00
33655216,3,12,15,0.80,0.20
33655655,1,18,19,0.95,0.05
33663157,7,76,83,0.92,0.08
33665924,6,146,152,0.96,0.04
33666340,,8,8,1.00,0.00
33679901,3,49,52,0.94,0.06
33700367,22,150,172,0.87,0.13
33702386,3,54,57,0.95,0.05
33702614,3,50,53,0.94,0.06
33742245,4,141,145,0.97,0.03
33744208,7,57,64,0.89,0.11
33773838,,11,11,1.00,0.00
33819907,6,72,78,0.92,0.08
33826416,4,35,39,0.90,0.10
33826958,,8,8,1.00,0.00
33852026,4,106,110,0.96,0.04
33876682,,23,23,1.00,0.00
33898003,5,96,101,0.95,0.05
33933281,1,33,34,0.97,0.03
33963364,,22,22,1.00,0.00
33971488,3,143,146,0.98,0.02
33999981,1,25,26,0.96,0.04
34009815,42,87,129,0.67,0.33
34024926,,2,2,1.00,0.00
34038444,4,128,132,0.97,0.03
34065220,,54,54,1.00,0.00
34086588,2,110,112,0.98,0.02
34087565,5,60,65,0.92,0.08
34095689,5,157,162,0.97,0.03
34123903,11,66,77,0.86,0.14
34148130,2,33,35,0.94,0.06
34152268,8,22,30,0.73,0.27
34169447,19,77,96,0.80,0.20
34203295,7,117,124,0.94,0.06
34207606,2,28,30,0.93,0.07
34230189,7,41,48,0.85,0.15
34285587,4,114,118,0.97,0.03
34326191,23,167,190,0.88,0.12
34381498,,21,21,1.00,0.00
34411204,44,145,189,0.77,0.23
34438347,8,36,44,0.82,0.18
34441424,,3,3,1.00,0.00
34441430,,9,9,1.00,0.00
34441459,1,13,14,0.93,0.07
34471467,4,51,55,0.93,0.07
34473124,10,101,111,0.91,0.09
34478316,6,52,58,0.90,0.10
34478448,16,30,46,0.65,0.35
34479644,2,23,25,0.92,0.08
34507841,8,6,14,0.43,0.57
34541348,9,88,97,0.91,0.09
34541887,1,71,72,0.99,0.01
34546543,6,53,59,0.90,0.10
34564890,3,44,47,0.94,0.06
34572413,,3,3,1.00,0.00
34619189,6,105,111,0.95,0.05
34619535,1,32,33,0.97,0.03
34670804,,4,4,1.00,0.00
34742756,4,59,63,0.94,0.06
34744862,2,59,61,0.97,0.03
34751313,1,15,16,0.94,0.06
34776098,12,60,72,0.83,0.17
34780477,1,19,20,0.95,0.05
34782201,5,93,98,0.95,0.05
34787446,24,58,82,0.71,0.29
34787454,,12,12,1.00,0.00
34791824,11,230,241,0.95,0.05
34832746,6,65,71,0.92,0.08
34887534,2,41,43,0.95,0.05
34900080,10,66,76,0.87,0.13
34929586,1,40,41,0.98,0.02
35012806,,21,21,1.00,0.00
35031057,1,25,26,0.96,0.04
35033865,7,107,114,0.94,0.06
35038518,16,62,78,0.79,0.21
35064768,9,27,36,0.75,0.25
35079780,,25,25,1.00,0.00
35096181,,7,7,1.00,0.00
35131449,,38,38,1.00,0.00
35162584,25,73,98,0.74,0.26
35190871,2,88,90,0.98,0.02
35218486,3,48,51,0.94,0.06
35227153,6,62,68,0.91,0.09
35263012,5,50,55,0.91,0.09
35285366,8,83,91,0.91,0.09
35287564,1,29,30,0.97,0.03
35314038,2,49,51,0.96,0.04
35317253,6,59,65,0.91,0.09
35317276,3,44,47,0.94,0.06
35317354,5,18,23,0.78,0.22
35317377,1,28,29,0.97,0.03
35317403,16,37,53,0.70,0.30
35317431,1,38,39,0.97,0.03
35352165,1,26,27,0.96,0.04
35367152,2,55,57,0.96,0.04
35373849,13,42,55,0.76,0.24
35382786,1,26,27,0.96,0.04
35397847,3,28,31,0.90,0.10
35397853,10,37,47,0.79,0.21
35415604,,24,24,1.00,0.00
35420042,1,3,4,0.75,0.25
35464423,7,161,168,0.96,0.04
35465122,6,111,117,0.95,0.05
35470049,1,32,33,0.97,0.03
35485678,5,57,62,0.92,0.08
35487313,21,125,146,0.86,0.14
35487922,,10,10,1.00,0.00
35493650,5,94,99,0.95,0.05
35516808,,11,11,1.00,0.00
35521639,1,51,52,0.98,0.02
35573039,4,27,31,0.87,0.13
35573699,2,,2,0.00,1.00
35575552,,9,9,1.00,0.00
35578299,6,116,122,0.95,0.05
35578680,3,29,32,0.91,0.09
35607945,3,42,45,0.93,0.07
35609891,1,25,26,0.96,0.04
35612017,,13,13,1.00,0.00
35613436,7,46,53,0.87,0.13
35613465,7,67,74,0.91,0.09
35613495,4,33,37,0.89,0.11
35613575,6,13,19,0.68,0.32
35623115,1,25,26,0.96,0.04
35638756,1,23,24,0.96,0.04
35651647,8,58,66,0.88,0.12
35679237,3,24,27,0.89,0.11
35684202,1,6,7,0.86,0.14
35685303,5,91,96,0.95,0.05
35737803,1,18,19,0.95,0.05
35768220,1,44,45,0.98,0.02
35771458,,20,20,1.00,0.00
35774025,,29,29,1.00,0.00
35802993,11,49,60,0.82,0.18
35843306,2,63,65,0.97,0.03
35877435,3,32,35,0.91,0.09
35910484,7,74,81,0.91,0.09
35963534,,5,5,1.00,0.00
35968053,,42,42,1.00,0.00
36002529,3,19,22,0.86,0.14
36066072,,4,4,1.00,0.00
36068314,,1,1,1.00,0.00
36078302,,1,1,1.00,0.00
36079259,2,68,70,0.97,0.03
36088806,,14,14,1.00,0.00
36100528,7,75,82,0.91,0.09
36168281,,5,5,1.00,0.00
36180237,10,105,115,0.91,0.09
36197973,1,31,32,0.97,0.03
36213020,12,23,35,0.66,0.34
36241169,7,105,112,0.94,0.06
36243487,9,137,146,0.94,0.06
36263273,7,69,76,0.91,0.09
36310162,7,44,51,0.86,0.14
36317959,,41,41,1.00,0.00
36335317,3,61,64,0.95,0.05
36342421,3,43,46,0.93,0.07
36375649,1,15,16,0.94,0.06
36415018,,16,16,1.00,0.00
36416827,3,83,86,0.97,0.03
36420977,,6,6,1.00,0.00
36514427,1,7,8,0.88,0.13
36521499,1,33,34,0.97,0.03
36524831,,19,19,1.00,0.00
36546573,,55,55,1.00,0.00
36550199,,12,12,1.00,0.00
36573403,7,82,89,0.92,0.08
36700186,2,4,6,0.67,0.33
36700731,1,29,30,0.97,0.03
36727850,3,68,71,0.96,0.04
36813632,2,21,23,0.91,0.09
36846124,6,53,59,0.90,0.10
36899294,1,53,54,0.98,0.02
36905668,,12,12,1.00,0.00
36905980,2,29,31,0.94,0.06
36908405,,9,9,1.00,0.00
36911161,,8,8,1.00,0.00
36912433,,2,2,1.00,0.00
36914653,,4,4,1.00,0.00
36914710,3,22,25,0.88,0.12
36917298,1,33,34,0.97,0.03
36942014,2,20,22,0.91,0.09
36958278,8,49,57,0.86,0.14
36969398,,1,1,1.00,0.00
36984661,,41,41,1.00,0.00
37009624,6,18,24,0.75,0.25
37039540,,10,10,1.00,0.00
37045917,,5,5,1.00,0.00
37081730,2,42,44,0.95,0.05
37119782,,17,17,1.00,0.00
37212222,,28,28,1.00,0.00
37218560,,40,40,1.00,0.00
37255301,5,58,63,0.92,0.08
37282410,,6,6,1.00,0.00
37287365,,18,18,1.00,0.00
37288485,,52,52,1.00,0.00
37297327,3,16,19,0.84,0.16
37314271,1,11,12,0.92,0.08
37324795,4,31,35,0.89,0.11
37327799,4,47,51,0.92,0.08
37330675,,13,13,1.00,0.00
37357793,2,20,22,0.91,0.09
37358423,,20,20,1.00,0.00
37366326,,14,14,1.00,0.00
37391846,2,58,60,0.97,0.03
37395263,,15,15,1.00,0.00
37417747,,7,7,1.00,0.00
37417990,,7,7,1.00,0.00
37423612,6,55,61,0.90,0.10
37490888,1,41,42,0.98,0.02
37491288,,20,20,1.00,0.00
37554979,3,13,16,0.81,0.19
37563000,,1,1,1.00,0.00
37611029,3,9,12,0.75,0.25
37628378,,7,7,1.00,0.00
37630701,4,60,64,0.94,0.06
37648583,,7,7,1.00,0.00
37686720,1,11,12,0.92,0.08
37721737,2,15,17,0.88,0.12
37793218,5,26,31,0.84,0.16
37803956,,25,25,1.00,0.00
37838413,2,11,13,0.85,0.15
37892971,1,14,15,0.93,0.07
37900889,6,11,17,0.65,0.35
37969437,,18,18,1.00,0.00
37969789,,6,6,1.00,0.00
37974419,,5,5,1.00,0.00
37974850,,21,21,1.00,0.00
37990138,1,12,13,0.92,0.08
38030235,,1,1,1.00,0.00
38045465,,1,1,1.00,0.00
38048770,,2,2,1.00,0.00
38052258,1,5,6,0.83,0.17
38052261,,2,2,1.00,0.00
38070440,,12,12,1.00,0.00
38083681,,3,3,1.00,0.00
38101122,3,25,28,0.89,0.11
38101783,,2,2,1.00,0.00
38123308,,1,1,1.00,0.00
38129233,1,26,27,0.96,0.04
38134911,1,7,8,0.88,0.13
38135920,2,6,8,0.75,0.25
38152084,,3,3,1.00,0.00
38209611,1,15,16,0.94,0.06
38217215,1,29,30,0.97,0.03
38266279,,12,12,1.00,0.00
38296909,,4,4,1.00,0.00
38298493,,2,2,1.00,0.00
38343217,,7,7,1.00,0.00
38358756,2,11,13,0.85,0.15
38551945,1,11,12,0.92,0.08
38568166,,2,2,1.00,0.00
38616361,,1,1,1.00,0.00
